City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
237,Nioro,13.35,-15.75,87.49,9,5,7.67,GM,2022-02-12 19:10:15
238,Saint-Joseph,-21.3667,55.6167,77.36,83,11,7.52,RE,2022-02-12 19:10:15
239,Norman Wells,65.282,-126.8329,-10.98,92,98,4.32,CA,2022-02-12 19:10:16
240,Mar Del Plata,-38.0023,-57.5575,64.42,70,40,18.41,AR,2022-02-12 19:06:28
241,Mitsamiouli,-11.3847,43.2844,79.68,78,100,7.87,KM,2022-02-12 19:10:16
242,Westport,41.1415,-73.3579,60.03,46,0,18.41,US,2022-02-12 19:08:33
243,Mahibadhoo,3.7833,72.9667,81.09,73,100,2.95,MV,2022-02-12 19:10:18
244,Nadvoitsy,63.8667,34.3167,9.12,99,86,5.48,RU,2022-02-12 19:10:19
245,San Carlos De Bariloche,-41.1456,-71.3082,82.24,11,0,9.22,AR,2022-02-12 19:10:19
246,Luena,-11.7833,19.9167,65.01,87,100,2.15,AO,2022-02-12 19:10:20
247,Mahajanga,-15.7167,46.3167,80.87,77,10,8.03,MG,2022-02-12 19:10:20
248,Leningradskiy,69.3833,178.4167,-19.64,97,98,4.43,RU,2022-02-12 19:10:21
249,Bilibino,68.0546,166.4372,-31.36,100,100,0.81,RU,2022-02-12 19:10:21
250,Fortuna,40.5982,-124.1573,70.93,57,0,1.01,US,2022-02-12 19:10:22
251,Shenjiamen,29.9576,122.298,46.33,93,100,8.84,CN,2022-02-12 19:10:22
252,Touros,-5.1989,-35.4608,86.9,67,38,10.33,BR,2022-02-12 19:10:23
253,Ramgarh,23.6333,85.5167,59.05,53,6,4.65,IN,2022-02-12 19:10:25
254,Luderitz,-26.6481,15.1594,73.58,70,3,7.18,NA,2022-02-12 19:10:25
255,Roseburg,43.2165,-123.3417,68.49,93,100,0.0,US,2022-02-12 19:10:26
256,Alyangula,-13.8483,136.4192,83.21,69,76,11.83,AU,2022-02-12 19:06:46
257,Santa Cruz De Las Flores,20.4833,-103.5,68.16,20,9,2.51,MX,2022-02-12 19:10:27
258,Vao,-22.6667,167.4833,79.83,82,100,5.44,NC,2022-02-12 19:10:27
259,Wilmington Island,32.0036,-80.9737,69.84,56,100,0.0,US,2022-02-12 19:10:28
260,Keetmanshoop,-26.5833,18.1333,71.51,76,100,11.12,NA,2022-02-12 19:10:28
261,Hirara,24.8,125.2833,68.88,89,100,7.11,JP,2022-02-12 19:10:29
262,Nortelandia,-14.4547,-56.8028,82.8,81,93,2.8,BR,2022-02-12 19:10:29
263,Torbay,47.6666,-52.7314,45.75,80,100,16.11,CA,2022-02-12 19:10:30
264,Inta,66.0317,60.1659,6.66,95,100,10.33,RU,2022-02-12 19:10:30
265,Coquimbo,-29.9533,-71.3436,71.33,64,20,13.8,CL,2022-02-12 19:10:31
266,Razole,16.4833,81.8333,70.18,90,13,3.38,IN,2022-02-12 19:10:31
267,Manokwari,-0.8667,134.0833,77.27,78,91,7.11,ID,2022-02-12 19:10:31
268,Rexburg,43.826,-111.7897,33.06,73,0,0.0,US,2022-02-12 19:10:32
269,Nanortalik,60.1432,-45.2371,30.4,97,100,6.31,GL,2022-02-12 19:10:33
270,Heihe,50.2441,127.4902,1.4,93,100,11.12,CN,2022-02-12 19:10:33
271,Mareeba,-17.0,145.4333,72.32,94,59,2.48,AU,2022-02-12 19:10:34
272,Tautira,-17.7333,-149.15,84.22,76,88,15.28,PF,2022-02-12 19:10:34
273,Noumea,-22.2763,166.4572,80.01,99,98,2.44,NC,2022-02-12 19:11:35
274,Hami,42.8,93.45,28.33,52,80,1.21,CN,2022-02-12 19:11:35
275,Nizhniy Tsasuchey,50.5167,115.1333,-18.11,99,86,2.8,RU,2022-02-12 19:11:36
276,Lexington,37.9887,-84.4777,35.94,71,100,9.22,US,2022-02-12 19:07:40
277,Hailar,49.2,119.7,-26.9,100,100,3.47,CN,2022-02-12 19:11:37
278,Dezful,32.3811,48.4058,56.12,71,0,3.15,IR,2022-02-12 19:11:38
279,Kiruna,67.8557,20.2251,-3.08,84,6,6.91,SE,2022-02-12 19:11:39
280,Sitka,57.0531,-135.33,42.69,81,100,13.8,US,2022-02-12 19:07:27
281,Fort Nelson,58.8053,-122.7002,18.57,92,100,2.13,CA,2022-02-12 19:11:39
282,Lusambo,-4.9667,23.45,71.19,93,100,1.63,CD,2022-02-12 19:11:40
283,Port Augusta,-32.5,137.7667,72.09,22,99,3.38,AU,2022-02-12 19:11:40
284,Krasnaya Poyma,55.0014,39.08,17.28,93,7,9.66,RU,2022-02-12 19:11:41
285,Marawi,7.9986,124.2928,64.65,90,100,2.84,PH,2022-02-12 19:11:42
286,Saldanha,-33.0117,17.9442,66.81,84,100,13.96,ZA,2022-02-12 19:11:42
287,Talnakh,69.4865,88.3972,-8.34,79,12,9.62,RU,2022-02-12 19:11:43
288,Tilichiki,60.4667,166.1,-21.68,92,12,8.99,RU,2022-02-12 19:11:43
289,Paralimni,35.0375,33.9833,56.43,81,3,5.01,CY,2022-02-12 19:11:44
290,Port Hardy,50.6996,-127.4199,43.2,66,100,3.96,CA,2022-02-12 19:11:45
291,Svetlaya,46.5389,138.3297,23.86,91,100,12.8,RU,2022-02-12 19:11:46
292,Katsuura,35.1333,140.3,39.31,58,39,4.18,JP,2022-02-12 19:11:46
293,Liverpool,53.4106,-2.9779,49.82,89,75,12.66,GB,2022-02-12 19:08:07
294,Awbari,26.5921,12.7805,56.17,26,0,9.69,LY,2022-02-12 19:11:47
