City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
519,Constantine,36.365,6.6147,47.61,71,40,1.14,DZ,2022-02-13 20:24:06,scattered clouds
520,Thaba-Tseka,-29.522,28.6084,58.55,83,95,0.13,LS,2022-02-13 20:24:06,moderate rain
521,Ponta Delgada,37.7333,-25.6667,61.5,72,75,8.05,PT,2022-02-13 20:24:07,broken clouds
522,Penzberg,47.75,11.3833,34.29,74,2,5.08,DE,2022-02-13 20:22:44,clear sky
523,Polonnaruwa,7.9333,81.0,71.49,94,98,1.81,LK,2022-02-13 20:24:08,overcast clouds
524,Arkhangelsk,64.5401,40.5433,3.31,85,0,4.47,RU,2022-02-13 20:24:08,clear sky
525,Rudnogorsk,57.2639,103.7519,-31.38,100,8,1.9,RU,2022-02-13 20:24:08,clear sky
526,Port Augusta,-32.5,137.7667,73.71,51,51,8.48,AU,2022-02-13 20:24:09,broken clouds
527,Baykit,61.67,96.37,-16.76,100,96,3.71,RU,2022-02-13 20:24:09,overcast clouds
528,Burnie,-41.0667,145.9167,58.95,94,57,4.63,AU,2022-02-13 20:24:10,broken clouds
529,Altamira,-3.2033,-52.2064,84.29,70,20,4.61,BR,2022-02-13 20:21:18,few clouds
530,Storsteinnes,69.2408,19.2344,22.37,95,97,6.55,NO,2022-02-13 20:24:11,overcast clouds
531,Yangambi,0.8102,24.4336,76.39,43,24,3.13,CD,2022-02-13 20:24:11,few clouds
532,Rio Gallegos,-51.6226,-69.2181,59.05,20,20,49.48,AR,2022-02-13 20:24:12,few clouds
533,Ronneby,56.21,15.276,37.9,87,75,9.22,SE,2022-02-13 20:24:12,broken clouds
534,Chumikan,54.7183,135.315,-13.09,94,96,5.28,RU,2022-02-13 20:22:17,overcast clouds
535,Itaituba,-4.2761,-55.9836,87.96,74,20,10.36,BR,2022-02-13 20:24:13,few clouds
536,Choszczno,53.169,15.4205,39.99,76,86,11.74,PL,2022-02-13 20:24:13,overcast clouds
537,Dymer,50.7865,30.3026,31.84,73,40,10.42,UA,2022-02-13 20:24:14,scattered clouds
538,Biak,-0.9131,122.8766,75.24,85,100,4.79,ID,2022-02-13 20:24:14,overcast clouds
539,Bay Roberts,47.5999,-53.2648,41.14,65,74,8.01,CA,2022-02-13 20:24:15,broken clouds
540,Nanortalik,60.1432,-45.2371,29.03,80,100,9.42,GL,2022-02-13 20:24:15,overcast clouds
541,Khandyga,62.6667,135.6,-42.2,100,69,2.33,RU,2022-02-13 20:24:15,broken clouds
542,Kabacan,7.1167,124.8167,72.23,88,97,3.49,PH,2022-02-13 20:24:16,overcast clouds
543,Bud,39.447,-86.1758,26.74,82,100,8.88,US,2022-02-13 20:24:16,light snow
544,Bosaso,11.2842,49.1816,73.53,72,13,2.55,SO,2022-02-13 20:24:17,few clouds
545,Bowen,-20.0167,148.2333,71.82,63,42,19.53,AU,2022-02-13 20:24:17,scattered clouds
546,San Quintin,30.4833,-115.95,76.03,20,9,7.52,MX,2022-02-13 20:25:18,clear sky
547,Dingle,10.9995,122.6711,74.28,93,91,6.38,PH,2022-02-13 20:25:18,overcast clouds
548,Coahuayana,18.7333,-103.6833,96.28,31,95,8.52,MX,2022-02-13 20:25:19,overcast clouds
549,Dryden,49.7833,-92.7503,-3.71,54,0,5.75,CA,2022-02-13 20:25:19,clear sky
550,Nanga Eboko,4.6833,12.3667,75.72,24,100,1.83,CM,2022-02-13 20:25:20,overcast clouds
551,Acapulco,16.8634,-99.8901,87.62,62,20,8.05,MX,2022-02-13 20:25:20,few clouds
552,Okhotsk,59.3833,143.3,-14.8,80,1,11.03,RU,2022-02-13 20:22:10,clear sky
553,Nogliki,51.8333,143.1667,-11.24,95,10,7.7,RU,2022-02-13 20:25:21,clear sky
554,Gorontalo,0.5412,123.0595,73.09,93,97,1.86,ID,2022-02-13 20:25:21,overcast clouds
555,Moyale,3.5167,39.0584,74.62,28,4,11.72,KE,2022-02-13 20:25:22,clear sky
556,Leshukonskoye,64.8989,45.7622,4.17,99,92,4.09,RU,2022-02-13 20:25:22,overcast clouds
557,Varadero,23.1536,-81.2514,77.76,81,100,12.33,CU,2022-02-13 20:21:55,overcast clouds
558,Yar-Sale,66.8333,70.8333,-12.03,94,100,9.08,RU,2022-02-13 20:22:45,overcast clouds
559,Voh,-20.9667,164.7,78.04,87,100,3.76,NC,2022-02-13 20:25:23,overcast clouds
560,Guthrie,35.8789,-97.4253,57.9,26,0,9.22,US,2022-02-13 20:25:23,clear sky
561,Katsuura,35.1333,140.3,38.1,97,100,30.96,JP,2022-02-13 20:22:50,light rain
562,Kendal,54.3268,-2.7476,45.91,97,100,9.55,GB,2022-02-13 20:25:24,overcast clouds
563,Tokur,53.1333,132.9,-14.22,100,88,3.24,RU,2022-02-13 20:25:24,overcast clouds
564,Faya,18.3851,42.4509,55.92,41,69,3.98,SA,2022-02-13 20:25:25,broken clouds
565,Chimoio,-19.1164,33.4833,73.26,78,75,1.41,MZ,2022-02-13 20:25:25,broken clouds
566,Lakes Entrance,-37.8811,147.981,67.15,68,100,4.34,AU,2022-02-13 20:25:26,overcast clouds
567,Lyuban,52.7985,28.0048,28.06,80,23,11.05,BY,2022-02-13 20:25:26,few clouds
568,Khasan,42.4308,130.6434,18.54,62,100,7.49,RU,2022-02-13 20:25:26,overcast clouds
569,Huarmey,-10.0681,-78.1522,77.31,69,5,12.41,PE,2022-02-13 20:25:27,clear sky
570,Teruel,40.6667,-0.6667,40.96,77,98,17.65,ES,2022-02-13 20:25:27,overcast clouds
571,Sosnovo-Ozerskoye,52.5249,111.5418,-25.96,100,97,4.43,RU,2022-02-13 20:25:28,overcast clouds
572,Dong Hoi,17.4833,106.6,66.0,91,100,13.87,VN,2022-02-13 20:25:28,overcast clouds
573,Sokoto,13.0609,5.239,79.21,10,58,9.4,NG,2022-02-13 20:21:31,broken clouds
574,Gari,59.4307,62.3497,4.33,97,96,4.18,RU,2022-02-13 20:25:29,overcast clouds
575,Krasnyy Kut,50.95,46.9667,20.75,94,70,9.71,RU,2022-02-13 20:25:29,broken clouds
576,Tura,25.5198,90.2201,54.39,70,0,4.59,IN,2022-02-13 20:25:30,clear sky
577,Dalbandin,28.8947,64.4101,55.98,40,25,8.55,PK,2022-02-13 20:25:30,scattered clouds
578,Hobyo,5.3505,48.5268,77.16,74,79,16.06,SO,2022-02-13 20:25:31,broken clouds
579,Puerto El Triunfo,13.2833,-88.55,99.46,54,23,13.44,SV,2022-02-13 20:25:31,few clouds
580,Takoradi,4.8845,-1.7554,79.52,84,24,8.37,GH,2022-02-13 20:25:31,light rain
581,Caravelas,-17.7125,-39.2481,79.74,76,90,9.73,BR,2022-02-13 20:25:32,overcast clouds
582,Kokopo,-4.352,152.2633,76.59,85,100,5.68,PG,2022-02-13 20:25:33,overcast clouds
583,Balkanabat,39.5108,54.3671,42.12,62,28,13.27,TM,2022-02-13 20:25:33,scattered clouds
584,Jutai,-5.1833,-68.9,75.76,97,100,2.89,BR,2022-02-13 20:25:33,moderate rain
585,Bocicoiu Mare,47.9667,24.0,30.65,87,22,3.33,RO,2022-02-13 20:25:34,few clouds
586,Maturin,9.75,-63.1767,91.18,32,82,12.41,VE,2022-02-13 20:20:37,broken clouds
587,Oga,46.4631,10.347,24.69,81,0,4.59,IT,2022-02-13 20:25:35,clear sky
588,Sainte-Anne-Des-Monts,49.124,-66.4924,1.27,78,54,11.5,CA,2022-02-13 20:21:41,broken clouds
589,Tuzha,57.6062,47.936,7.34,99,79,4.79,RU,2022-02-13 20:25:35,broken clouds
590,Beinamar,8.6698,15.3813,81.61,13,3,5.3,TD,2022-02-13 20:25:36,clear sky
591,Kabompo,-13.5927,24.2008,66.99,85,76,2.64,ZM,2022-02-13 20:25:36,light rain
592,Fallon,39.4735,-118.7774,61.45,25,20,0.0,US,2022-02-13 20:24:40,few clouds
593,Karratha,-20.7377,116.8463,84.02,63,84,7.49,AU,2022-02-13 20:25:37,broken clouds
594,Ilo,-17.6394,-71.3375,74.23,70,18,9.75,PE,2022-02-13 20:26:37,few clouds
595,Usinsk,65.9939,57.5281,9.63,96,99,9.4,RU,2022-02-13 20:26:37,overcast clouds
596,Jucuaran,13.2539,-88.2478,91.85,25,3,1.3,SV,2022-02-13 20:26:38,clear sky
597,Manado,1.487,124.8455,72.37,94,40,2.3,ID,2022-02-13 20:26:38,scattered clouds
598,Okha,53.5739,142.9478,-11.49,96,19,9.19,RU,2022-02-13 20:26:39,few clouds
599,Neverkino,52.7854,46.7417,25.25,94,100,11.92,RU,2022-02-13 20:26:39,overcast clouds
600,Ambanja,-13.6833,48.45,74.03,93,52,3.13,MG,2022-02-13 20:26:40,light rain
601,Namibe,-15.1961,12.1522,75.52,80,100,3.24,AO,2022-02-13 20:26:40,overcast clouds
602,Buenos Aires,-34.6132,-58.3772,81.79,33,0,5.75,AR,2022-02-13 20:23:10,clear sky
603,Ambon,-3.6954,128.1814,78.94,83,40,4.61,ID,2022-02-13 20:26:41,scattered clouds
604,Tortoli,39.9256,9.6572,51.62,87,20,10.36,IT,2022-02-13 20:26:41,few clouds
605,Muisne,0.6,-80.0333,82.51,81,100,6.08,EC,2022-02-13 20:25:22,light rain
606,Halifax,44.6453,-63.5724,32.49,73,100,5.75,CA,2022-02-13 20:23:05,overcast clouds
607,Sept-Iles,50.2001,-66.3821,6.06,57,75,10.36,CA,2022-02-13 20:23:33,broken clouds
608,Ternate,0.8,127.4,79.57,77,100,2.01,ID,2022-02-13 20:26:42,overcast clouds
609,Camopi,3.1655,-52.3158,77.95,95,100,3.42,GF,2022-02-13 20:26:43,overcast clouds
610,Ovalle,-30.5983,-71.2003,80.53,42,0,11.92,CL,2022-02-13 20:26:43,clear sky
611,Evensk,61.95,159.2333,-5.31,73,30,9.13,RU,2022-02-13 20:26:44,scattered clouds
612,Stephenville,32.2207,-98.2023,64.76,19,0,6.91,US,2022-02-13 20:26:44,clear sky
613,Olinda,-8.0089,-34.8553,83.93,70,75,8.05,BR,2022-02-13 20:26:44,broken clouds
614,Bayan,46.0833,127.4,-15.45,100,100,1.9,CN,2022-02-13 20:26:45,overcast clouds
615,Nizhniy Odes,63.6445,54.856,-2.6,100,100,2.91,RU,2022-02-13 20:26:46,overcast clouds
616,Sulangan,11.1373,123.7228,79.11,82,100,10.58,PH,2022-02-13 20:26:46,overcast clouds
617,Namatanai,-3.6667,152.4333,78.69,80,100,4.14,PG,2022-02-13 20:26:46,overcast clouds
618,Bintulu,3.1667,113.0333,77.41,94,20,0.0,MY,2022-02-13 20:26:47,few clouds
619,Wajima,37.4,136.9,38.89,67,85,20.0,JP,2022-02-13 20:26:47,overcast clouds
620,Bull Savanna,17.8868,-77.5902,82.29,55,5,14.74,JM,2022-02-13 20:26:48,clear sky
621,Peniche,39.3558,-9.3811,56.68,94,10,17.54,PT,2022-02-13 20:26:48,clear sky
622,Fort Nelson,58.8053,-122.7002,2.79,72,75,3.44,CA,2022-02-13 20:25:46,broken clouds
623,Praya,14.9215,-23.5087,73.94,73,0,17.27,CV,2022-02-13 20:26:49,clear sky
624,Dallas,32.7668,-96.7836,66.49,24,20,8.05,US,2022-02-13 20:23:49,few clouds
625,Quime,-16.9833,-67.2167,54.97,87,96,5.59,BO,2022-02-13 20:26:50,overcast clouds
626,Pitimbu,-7.4706,-34.8086,84.79,70,4,10.45,BR,2022-02-13 20:26:50,clear sky
627,Anloga,5.7947,0.8973,84.42,81,64,11.27,GH,2022-02-13 20:26:50,light rain
628,Luderitz,-26.6481,15.1594,75.22,62,0,12.1,NA,2022-02-13 20:26:51,clear sky
629,Mahon,39.8885,4.2658,54.16,82,40,8.05,ES,2022-02-13 20:26:51,scattered clouds
630,Asau,46.4333,26.4,29.95,84,100,3.71,RO,2022-02-13 20:26:52,overcast clouds
631,Flagstaff,35.1981,-111.6513,62.56,11,0,3.44,US,2022-02-13 20:25:30,clear sky
632,Maksatikha,57.797,35.8825,26.96,86,100,10.51,RU,2022-02-13 20:26:52,overcast clouds
633,Camacari,-12.6975,-38.3242,83.97,72,100,8.39,BR,2022-02-13 20:26:53,moderate rain
634,Williams Lake,52.1415,-122.1445,35.17,55,100,9.22,CA,2022-02-13 20:26:53,overcast clouds
635,Sacele,45.6174,25.6943,31.53,43,100,4.16,RO,2022-02-13 20:26:54,overcast clouds
636,Ankara,39.9199,32.8543,36.79,70,0,10.36,TR,2022-02-13 20:26:54,clear sky
637,Amarillo,35.222,-101.8313,61.03,19,0,11.5,US,2022-02-13 20:22:16,clear sky
638,Donskoye,45.4552,41.9741,29.07,69,0,4.56,RU,2022-02-13 20:26:55,clear sky
639,Nioki,-2.7167,17.6833,73.81,88,99,1.16,CD,2022-02-13 20:26:55,overcast clouds
640,West Odessa,31.8424,-102.4988,61.52,22,0,5.75,US,2022-02-13 20:26:55,clear sky
641,Sidmouth,50.6909,-3.2397,50.63,93,40,6.91,GB,2022-02-13 20:23:55,scattered clouds
642,Grindavik,63.8424,-22.4338,28.87,86,75,8.05,IS,2022-02-13 20:27:56,broken clouds
643,Soure,-0.7167,-48.5233,77.58,86,100,5.59,BR,2022-02-13 20:27:57,overcast clouds
644,Fare,-16.7,-151.0167,80.78,74,100,15.82,PF,2022-02-13 20:27:57,light rain
645,Vao,-22.6667,167.4833,79.57,85,100,7.85,NC,2022-02-13 20:27:57,overcast clouds
646,Honningsvag,70.9821,25.9704,20.95,79,100,17.27,NO,2022-02-13 20:27:58,overcast clouds
647,Tel Aviv-Yafo,32.0805,34.7805,55.69,80,0,4.61,IL,2022-02-13 20:27:58,clear sky
648,San Policarpo,12.1791,125.5072,78.64,80,99,12.57,PH,2022-02-13 20:27:59,overcast clouds
649,Tazovskiy,67.4667,78.7,-9.89,97,21,10.74,RU,2022-02-13 20:27:59,few clouds
650,Escanaba,45.7453,-87.0646,16.25,48,0,9.22,US,2022-02-13 20:28:00,clear sky
651,Khuzhir,53.1939,107.3397,-4.2,95,67,13.02,RU,2022-02-13 20:28:01,broken clouds
652,Aitape,-3.1374,142.3475,77.36,89,100,4.45,PG,2022-02-13 20:28:01,overcast clouds
653,Sistranda,63.7256,8.834,35.56,73,100,25.21,NO,2022-02-13 20:27:07,light rain
654,Krasne,49.9145,24.6134,29.55,56,12,7.65,UA,2022-02-13 20:28:02,few clouds
655,Mnogovershinnyy,53.9353,139.9242,-12.39,91,88,2.68,RU,2022-02-13 20:28:02,overcast clouds
656,Kondratovo,57.9804,56.1066,19.69,93,75,4.47,RU,2022-02-13 20:28:03,broken clouds
657,Astorga,-23.2325,-51.6656,91.8,50,12,4.56,BR,2022-02-13 20:28:03,few clouds
658,Chiang Rai,19.9167,99.9167,56.57,98,0,3.44,TH,2022-02-13 20:28:04,clear sky
659,Bubaque,11.2833,-15.8333,78.37,69,5,13.94,GW,2022-02-13 20:28:04,clear sky
660,Howard Springs,-12.497,131.047,76.91,95,79,5.03,AU,2022-02-13 20:28:05,broken clouds
661,Raga,8.4596,25.678,75.51,13,28,4.43,SS,2022-02-13 20:24:44,scattered clouds
662,Tomatlan,19.9333,-105.25,94.39,23,100,9.86,MX,2022-02-13 20:28:05,overcast clouds
663,San Clemente,33.427,-117.612,89.11,26,2,5.41,US,2022-02-13 20:23:06,clear sky
664,Sao Joao Da Barra,-21.6403,-41.0511,80.69,85,11,12.86,BR,2022-02-13 20:26:03,few clouds
665,Vaitape,-16.5167,-151.75,80.82,74,100,15.17,PF,2022-02-13 20:28:06,light rain
666,Pindushi,62.9152,34.58,29.16,95,100,12.62,RU,2022-02-13 20:28:07,snow
667,Dawlatabad,36.4141,64.9053,41.85,60,9,1.52,AF,2022-02-13 20:28:07,clear sky
668,Teguldet,57.3064,88.1667,-0.08,92,64,9.78,RU,2022-02-13 20:28:08,broken clouds
669,Porto Nacional,-10.7081,-48.4172,86.0,82,49,1.41,BR,2022-02-13 20:28:08,scattered clouds
670,Mubi,10.2676,13.2644,78.24,14,15,4.52,NG,2022-02-13 20:28:09,few clouds
671,Shitanjing,39.2342,106.3439,10.56,66,88,1.54,CN,2022-02-13 20:28:09,overcast clouds
672,Mangan,27.5167,88.5333,49.93,50,2,6.62,IN,2022-02-13 20:28:09,clear sky
673,Mayor Pablo Lagerenza,-19.9309,-60.7718,90.46,38,71,4.32,PY,2022-02-13 20:28:10,broken clouds
674,Melito Di Porto Salvo,37.9222,15.7714,58.21,71,20,5.75,IT,2022-02-13 20:28:10,few clouds
675,Pedasi,7.5333,-80.0333,83.44,65,66,8.03,PA,2022-02-13 20:28:11,broken clouds
676,Ust-Kuyga,70.0167,135.6,-11.9,90,100,6.8,RU,2022-02-13 20:28:11,overcast clouds
677,Beaverlodge,55.2166,-119.4361,38.55,69,100,5.39,CA,2022-02-13 20:28:12,overcast clouds
678,Otane,-39.8833,176.6333,58.01,79,85,8.95,NZ,2022-02-13 20:28:12,overcast clouds
679,Sal Rei,16.1833,-22.9167,72.16,77,100,20.04,CV,2022-02-13 20:28:12,overcast clouds
680,Alto Araguaia,-17.3147,-53.2153,80.62,69,94,2.17,BR,2022-02-13 20:28:13,overcast clouds
681,Amahai,-3.3333,128.9167,76.15,89,100,1.43,ID,2022-02-13 20:29:13,overcast clouds
682,Boralday,43.3578,76.8594,26.46,93,100,6.71,KZ,2022-02-13 20:29:14,mist
683,General Roca,-39.0333,-67.5833,91.8,9,37,8.59,AR,2022-02-13 20:29:14,scattered clouds
684,Poya,-21.35,165.15,79.2,85,100,4.07,NC,2022-02-13 20:29:15,overcast clouds
685,Santa Catalina,9.3337,122.8637,76.62,86,100,5.84,PH,2022-02-13 20:29:15,overcast clouds
686,Gobabis,-22.45,18.9667,67.48,80,100,10.92,NA,2022-02-13 20:29:16,light rain
687,Kautokeino,69.0125,23.0412,4.41,98,100,2.68,NO,2022-02-13 20:28:40,overcast clouds
688,Point Fortin,10.1833,-61.6833,85.93,63,81,6.46,TT,2022-02-13 20:29:16,broken clouds
689,Azad Shahr,34.7909,48.5707,32.56,49,0,2.71,IR,2022-02-13 20:29:17,clear sky
690,Mocorito,25.4833,-107.9167,92.48,8,100,2.26,MX,2022-02-13 20:29:17,overcast clouds
691,Seversk,56.6006,84.8864,13.15,80,100,8.01,RU,2022-02-13 20:29:18,overcast clouds
692,Rawson,-43.3002,-65.1023,89.74,21,0,19.89,AR,2022-02-13 20:29:18,clear sky
693,Xuddur,4.1213,43.8894,77.52,33,94,13.18,SO,2022-02-13 20:29:18,overcast clouds
694,Grand-Santi,4.25,-54.3833,81.1,82,52,4.41,GF,2022-02-13 20:29:19,broken clouds
695,Qui Nhon,13.7667,109.2333,73.99,91,92,7.92,VN,2022-02-13 20:29:19,overcast clouds
696,Xiongzhou,25.1167,114.3,45.61,94,100,3.51,CN,2022-02-13 20:29:20,overcast clouds
697,Tartagal,-22.5164,-63.8013,79.75,48,84,3.94,AR,2022-02-13 20:29:20,broken clouds
698,Mayfield,36.7417,-88.6367,38.71,49,0,12.84,US,2022-02-13 20:29:20,clear sky
699,Sitka,57.0531,-135.33,37.29,75,100,0.0,US,2022-02-13 20:29:21,light rain
700,Okato,-39.2,173.8833,61.92,72,53,12.66,NZ,2022-02-13 20:29:21,broken clouds
701,Maningrida,-12.0667,134.2667,76.21,84,8,6.42,AU,2022-02-13 20:29:22,clear sky
702,Pangkalanbuun,-2.6833,111.6167,74.68,96,100,2.15,ID,2022-02-13 20:29:22,overcast clouds
703,Shergarh,28.65,79.35,53.22,64,0,3.58,IN,2022-02-13 20:29:22,clear sky
704,Akureyri,65.6835,-18.0878,-2.27,84,0,0.0,IS,2022-02-13 20:29:23,clear sky
705,Toyooka,35.5333,134.8333,41.07,76,100,11.18,JP,2022-02-13 20:29:23,overcast clouds
706,Tevaitoa,-16.7833,-151.5,80.74,74,100,15.3,PF,2022-02-13 20:29:24,light rain
707,Irituia,-1.7711,-47.4381,76.08,95,100,3.27,BR,2022-02-13 20:29:24,overcast clouds
